id,date,user_username,content,content_translation,image_description,extended_text,retweet_count,reply_count,like_count,quote_count,impression_count,topic,negative_score,neutral_score,positive_score,x,y
10,2023-04-16,ElAzotesinfin,Hoy no tendremos tuits de la central lechera ni de mermados tipo Tenorio o RMCF17655468 y demás sobre los árbitros elite en Europa. Es un consuelo. https://t.co/jOwTzzjOJ0,Today we won't have tweets from the dairy farm or from diminished Tenorio or RMCF17655468 and others about elite referees in Europe. It's a comfort. https://t.co/jOwTzzjOJ0,,Today we won't have tweets from the dairy farm or from diminished Tenorio or RMCF17655468 and others about elite referees in Europe. It's a comfort. https://t.co/jOwTzzjOJ0,0.0,0.0,0.0,0.0,18.0,-1,0.06384346634149551,0.4872893989086151,0.44886714220046997,10.661695,3.4619193
11,2023-04-16,ElAzotesinfin,Hoy no tendremos tuits de la central lechera ni de mermados tipo Tenorio o RMCF17655468 y demás sobre los árbitros elite en Europa. Es un consuelo. https://t.co/jOwTzzjOJ0,Today we won't have tweets from the dairy farm or from diminished Tenorio or RMCF17655468 and others about elite referees in Europe. It's a comfort. https://t.co/jOwTzzjOJ0,,Today we won't have tweets from the dairy farm or from diminished Tenorio or RMCF17655468 and others about elite referees in Europe. It's a comfort. https://t.co/jOwTzzjOJ0,0.0,0.0,0.0,0.0,18.0,-1,0.06384346634149551,0.4872893989086151,0.44886714220046997,10.655718,3.455416
12,2023-04-16,hurdanetap,Son adorables…. Pero ellos no adulteraron la competición… es la central lechera inventando historias! Jejejejejeje https://t.co/38aHcnQc5e,They're adorable... But they didn't tamper with the competition... it's the dairy farm making up stories! Hehehehehehe https://t.co/38aHcnQc5e,,They're adorable... But they didn't tamper with the competition... it's the dairy farm making up stories! Hehehehehehe https://t.co/38aHcnQc5e,0.0,0.0,0.0,0.0,10.0,-1,0.023319683969020844,0.10140559077262878,0.875274658203125,9.007634,1.3993088
13,2023-04-16,hurdanetap,Son adorables…. Pero ellos no adulteraron la competición… es la central lechera inventando historias! Jejejejejeje https://t.co/38aHcnQc5e,They're adorable... But they didn't tamper with the competition... it's the dairy farm making up stories! Hehehehehehe https://t.co/38aHcnQc5e,,They're adorable... But they didn't tamper with the competition... it's the dairy farm making up stories! Hehehehehehe https://t.co/38aHcnQc5e,0.0,0.0,0.0,0.0,10.0,-1,0.023319683969020844,0.10140559077262878,0.875274658203125,8.992218,1.3970968
14,2023-04-16,Catalunyalleida,"La campaña del RMTV y toda la central lechera está dando resultado, buen trabajo.. dos partidos que tenían que expulsar jugadores del RM, no enseñan ni amarilla, Ceballos simulando un golpe en la cara, Vinicius insultando árbitros, Valverde pegando un puñetazo a un jugador, etc..","The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc.",,"The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc.",0.0,0.0,0.0,0.0,39.0,-1,0.177092045545578,0.3406437933444977,0.4822642207145691,12.543487,5.8657546
15,2023-04-16,Catalunyalleida,"La campaña del RMTV y toda la central lechera está dando resultado, buen trabajo.. dos partidos que tenían que expulsar jugadores del RM, no enseñan ni amarilla, Ceballos simulando un golpe en la cara, Vinicius insultando árbitros, Valverde pegando un puñetazo a un jugador, etc..","The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc.",,"The RMTV campaign and the entire dairy farm is working, good work... two games that had to expel RM players, they don't even show yellow, Ceballos simulating a blow to the face, Vinicius insulting referees, Valverde punching a player, etc.",0.0,0.0,0.0,0.0,39.0,-1,0.177092045545578,0.3406437933444977,0.4822642207145691,12.543146,5.8657227
16,2023-04-16,JLMFcbPs,Gavi con tarjeta desde el minuto 1 está escondido.. Sabe que tiene a toda la central lechera detrás y lo mínimo que haga a la calle.. el autobús blanco del que hablo Itu..,Gavi with a card from minute 1 is in hiding.. He knows that he has the whole dairy farm behind him and the least he does to the street... the white bus that Itu was talking about..,,Gavi with a card from minute 1 is in hiding.. He knows that he has the whole dairy farm behind him and the least he does to the street... the white bus that Itu was talking about..,0.0,0.0,0.0,0.0,67.0,12,0.16532039642333984,0.7752755880355835,0.059404026716947556,12.1640625,0.7295686
17,2023-04-16,JLMFcbPs,Gavi con tarjeta desde el minuto 1 está escondido.. Sabe que tiene a toda la central lechera detrás y lo mínimo que haga a la calle.. el autobús blanco del que hablo Itu..,Gavi with a card from minute 1 is in hiding.. He knows that he has the whole dairy farm behind him and the least he does to the street... the white bus that Itu was talking about..,,Gavi with a card from minute 1 is in hiding.. He knows that he has the whole dairy farm behind him and the least he does to the street... the white bus that Itu was talking about..,0.0,0.0,0.0,0.0,67.0,12,0.16532039642333984,0.7752755880355835,0.059404026716947556,12.175278,0.7165798
18,2023-04-16,JRRBiker,"Bastardos, ellos y vosotros, central lechera 🐀 https://t.co/D0f6tKC9mD","Bastards, them and you, Central Lechera 🐀 https://t.co/D0f6tKC9mD",,"Bastards, them and you, Central Lechera 🐀 https://t.co/D0f6tKC9mD",0.0,0.0,1.0,0.0,86.0,8,0.846761167049408,0.14250919222831726,0.010729614645242691,9.002266,6.7908144
19,2023-04-16,JRRBiker,"Bastardos, ellos y vosotros, central lechera 🐀 https://t.co/D0f6tKC9mD","Bastards, them and you, Central Lechera 🐀 https://t.co/D0f6tKC9mD",,"Bastards, them and you, Central Lechera 🐀 https://t.co/D0f6tKC9mD",0.0,0.0,1.0,0.0,86.0,8,0.846761167049408,0.14250919222831726,0.010729614645242691,8.999713,6.790396
20,2023-04-16,TheMavericK_YT,"Lo que hace la central lechera de la caverna mediática contra Gavi es brutal eh, que putisima mafia y que asco en serio, nada ya lo han conseguido, felicidades.","What the dairy farm in the media cave is doing against Gavi is brutal hey, what a damn mafia and what a really disgusting thing, they've done nothing yet, congratulations.",,"What the dairy farm in the media cave is doing against Gavi is brutal hey, what a damn mafia and what a really disgusting thing, they've done nothing yet, congratulations.",0.0,0.0,20.0,0.0,943.0,12,0.9444929957389832,0.0506877526640892,0.004819275811314583,12.125404,0.7219962
21,2023-04-16,TheMavericK_YT,"Lo que hace la central lechera de la caverna mediática contra Gavi es brutal eh, que putisima mafia y que asco en serio, nada ya lo han conseguido, felicidades.","What the dairy farm in the media cave is doing against Gavi is brutal hey, what a damn mafia and what a really disgusting thing, they've done nothing yet, congratulations.",,"What the dairy farm in the media cave is doing against Gavi is brutal hey, what a damn mafia and what a really disgusting thing, they've done nothing yet, congratulations.",0.0,0.0,20.0,0.0,943.0,12,0.9444929957389832,0.0506877526640892,0.004819275811314583,12.135505,0.74615854
22,2023-04-16,xBreezy4U,El acoso arbitral a Gavi desde las campañas de la central lechera es vomitivo.,Arbitral harassment of Gavi since the dairy farm's campaigns is vomiting.,,Arbitral harassment of Gavi since the dairy farm's campaigns is vomiting.,0.0,0.0,1.0,0.0,71.0,12,0.8241519331932068,0.167873352766037,0.00797476526349783,12.131503,0.7443811
23,2023-04-16,xBreezy4U,El acoso arbitral a Gavi desde las campañas de la central lechera es vomitivo.,Arbitral harassment of Gavi since the dairy farm's campaigns is vomiting.,,Arbitral harassment of Gavi since the dairy farm's campaigns is vomiting.,0.0,0.0,1.0,0.0,71.0,12,0.8241519331932068,0.167873352766037,0.00797476526349783,12.109418,0.76920575
24,2023-04-16,Jm_Llibertat,"Pero como se pasa gavi eh 😂😂😂😂
Ceballos y valverde de lo peor que hay en el fútbol español protegidos por la caverna mediática de la meseta,  la central lechera https://t.co/XP17oIautY","But how do you pass Gavi eh 😂😂😂😂
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY",,"But how do you pass Gavi eh 😂😂😂😂
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY",1.0,0.0,0.0,0.0,43.0,2,0.7279477715492249,0.2485029399394989,0.02354932203888893,12.216444,3.5306988
25,2023-04-16,Jm_Llibertat,"Pero como se pasa gavi eh 😂😂😂😂
Ceballos y valverde de lo peor que hay en el fútbol español protegidos por la caverna mediática de la meseta,  la central lechera https://t.co/XP17oIautY","But how do you pass Gavi eh 😂😂😂😂
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY",,"But how do you pass Gavi eh 😂😂😂😂
Ceballos and Valverde from the worst thing there is in Spanish football protected by the media cavern of the plateau, the milk center https://t.co/XP17oIautY",1.0,0.0,0.0,0.0,43.0,2,0.7279477715492249,0.2485029399394989,0.02354932203888893,12.215064,3.5309317
26,2023-04-16,Jm_Llibertat,"Cuando daño hace la caverna mediática mesetaria, la conocida central lechera https://t.co/QPkUT8W0YL","When damage does the mesetarian media cavern, the well-known dairy plant https://t.co/QPkUT8W0YL",,"When damage does the mesetarian media cavern, the well-known dairy plant https://t.co/QPkUT8W0YL",0.0,0.0,1.0,0.0,26.0,0,0.49272421002388,0.4895474910736084,0.017728332430124283,7.9288154,0.79894453
27,2023-04-16,Jm_Llibertat,"Cuando daño hace la caverna mediática mesetaria, la conocida central lechera https://t.co/QPkUT8W0YL","When damage does the mesetarian media cavern, the well-known dairy plant https://t.co/QPkUT8W0YL",,"When damage does the mesetarian media cavern, the well-known dairy plant https://t.co/QPkUT8W0YL",0.0,0.0,1.0,0.0,26.0,0,0.49272421002388,0.4895474910736084,0.017728332430124283,7.9229484,0.79819596
28,2023-04-16,rphdz,"Lo hace Fali y no tardó la central lechera en tacharle de carnicero y asesino. Pero ahora lo hace Rodrygo y nah, sigan. El doble rasero. https://t.co/VlhrxIPfyw","Fali does it and it didn't take long for the dairy farm to call him a butcher and murderer. But now Rodrygo does it and nah, keep going. Double standards. https://t.co/VlhrxIPfyw",,"Fali does it and it didn't take long for the dairy farm to call him a butcher and murderer. But now Rodrygo does it and nah, keep going. Double standards. https://t.co/VlhrxIPfyw",0.0,0.0,0.0,0.0,42.0,0,0.8423329591751099,0.14871113002300262,0.008955930359661579,10.107045,1.1652844
29,2023-04-16,BARCA_LORDS,"Dirán algo de esto los ""periodistas"" de @ellarguero @partidazocope @RadioestadioN o @elchiringuitotv ? Algo de cocatroll,perdón @jpedrerol, manu carroña, perdón @manucarreno, y todo la central lechera que copan esos programas ? https://t.co/RIWzJpnUFB","Will the “journalists” of @ellarguero @partidazocope @RadioestadioN or @elchiringuitotv say anything about this? Some coca troll, sorry @jpedrerol, Manu Carriña, sorry @manucarreno, and all the dairy farm that these programs copy? https://t.co/RIWzJpnUFB",,"Will the “journalists” of @ellarguero @partidazocope @RadioestadioN or @elchiringuitotv say anything about this? Some coca troll, sorry @jpedrerol, Manu Carriña, sorry @manucarreno, and all the dairy farm that these programs copy? https://t.co/RIWzJpnUFB",0.0,0.0,0.0,0.0,22.0,0,0.8157909512519836,0.17735162377357483,0.006857401691377163,10.002994,0.92031956
30,2023-04-18,gomeeeeez______,"Desde la junta del Real Madrid, hemos mantenido conversaciones temorosas e ilegales con Aston Martin para que tuneen el coche y le saque 2 segundos a los Red Bull, un placer ayudar a la Central Lechera Asturiana @alo_oficial","Since the Real Madrid meeting, we have had fearful and illegal talks with Aston Martin to tune the car and get 2 seconds out of the Red Bulls, a pleasure to help the Asturian Milk Plant @alo_oficial",,"Since the Real Madrid meeting, we have had fearful and illegal talks with Aston Martin to tune the car and get 2 seconds out of the Red Bulls, a pleasure to help the Asturian Milk Plant @alo_oficial",0.0,0.0,0.0,0.0,31.0,7,0.08024132996797562,0.548101544380188,0.371657133102417,8.837978,3.8830984
31,2023-04-17,PerHenrik1051,Laporta terminando la rueda de prensa oliendo como se venía la rabieta de la central lechera https://t.co/vx7z5WV7lm,Laporte finishing the press conference smelling like the tantrum of the dairy farm was coming https://t.co/vx7z5WV7lm,,Laporte finishing the press conference smelling like the tantrum of the dairy farm was coming https://t.co/vx7z5WV7lm,0.0,0.0,0.0,0.0,10.0,-1,0.48620352149009705,0.4884999394416809,0.025296468287706375,9.209372,0.7067292
32,2023-04-17,JRRBiker,"Franco se condecora el mismo,
Fuck central lechera 🐀
Ladran, señal que Laporta tiene razón,
Fuck Inquisición franquista 🐀 https://t.co/yMmJTQ9ptU","Franco is decorated himself,
Fucking Central Milkmaid 🐀
They bark, a sign that Lporta is right,
Fucking Franco's Inquisition 🐀 https://t.co/yMmJTQ9ptU",,"Franco is decorated himself,
Fucking Central Milkmaid 🐀
They bark, a sign that Lporta is right,
Fucking Franco's Inquisition 🐀 https://t.co/yMmJTQ9ptU",0.0,1.0,0.0,0.0,93.0,-1,0.3764877915382385,0.4803113639354706,0.1432008594274521,9.139028,3.4977617
33,2023-04-17,Bajarlaalpasto,"Daba igual lo que dijese Laporta, la central lechera ya tenía escritas las crónicas.","It didn't matter what Lporta said, the dairy farm had already written the chronicles.",,"It didn't matter what Lporta said, the dairy farm had already written the chronicles.",11.0,5.0,91.0,1.0,2013.0,0,0.27748581767082214,0.692623496055603,0.029890671372413635,9.735111,0.7029041
34,2023-04-17,JRRBiker,"No, de presentarse el Madrid como parte perjudicada por el Barça,
Fuck central lechera 🤡🐀 https://t.co/OBXCaCqqoO","No, if Madrid presents itself as the party harmed by Barça,
Fucking Central Lechera 🤡🐀 https://t.co/OBXCaCqqoO",,"No, if Madrid presents itself as the party harmed by Barça,
Fucking Central Lechera 🤡🐀 https://t.co/OBXCaCqqoO",0.0,0.0,0.0,0.0,78.0,5,0.8840952515602112,0.10798542201519012,0.007919281721115112,9.245042,5.312746
35,2023-04-17,SotrondinA,"Me alegro que nuestro paisano tire para las empresas de la tierra y dolor de muelas para la LocadelCoño 🤣🤣🤣.
José Carlos Díez, el fundador de AC Hotels y Central Lechera Asturiana lanzan un fondo de capital riesgo https://t.co/Mgpmq4tNgB vía @cincodiascom","I'm glad that our countryman throws for the companies of the land and toothache for the crazy one 🤣🤣🤣.
José Carlos Díez, the founder of AC Hotels and Central Lechera Asturiana launch a venture capital fund https://t.co/Mgpmq4tNgB via @cincodiascom",,"I'm glad that our countryman throws for the companies of the land and toothache for the crazy one 🤣🤣🤣.
José Carlos Díez, the founder of AC Hotels and Central Lechera Asturiana launch a venture capital fund https://t.co/Mgpmq4tNgB via @cincodiascom",4.0,0.0,13.0,0.0,174.0,15,0.043431658297777176,0.24706974625587463,0.7094985842704773,3.915802,4.5582395
36,2023-04-17,JRRBiker,"😂😂😂
De verdad el Barça va alterar resultados deportivos con toda la central lechera y Florentino Pérez mirando para otro lado??? 
En serioooo ???
Fuck central lechera 😂🐀🤡🤡🤡 https://t.co/Sjb9829uTt","😂😂😂
Is Barça really going to alter sports results with the entire dairy farm and Florentino Pérez looking the other way??? 
Seriously???
Fucking Central Lechera 😂🐀🤡🤡🤡 https://t.co/Sjb9829uTt",,"😂😂😂
Is Barça really going to alter sports results with the entire dairy farm and Florentino Pérez looking the other way??? 
Seriously???
Fucking Central Lechera 😂🐀🤡🤡🤡 https://t.co/Sjb9829uTt",0.0,0.0,0.0,0.0,66.0,6,0.8399395942687988,0.14669564366340637,0.013364731334149837,9.474153,3.9349816
37,2023-04-17,CF_Cule,Ya tiene la central lechera toda su maquinaria en marcha para desprestigiar a @JoanLaportaFCB,The dairy plant already has all its machinery in place to discredit @JoanLaportaFCB,,The dairy plant already has all its machinery in place to discredit @JoanLaportaFCB,0.0,0.0,0.0,0.0,26.0,0,0.7093460559844971,0.2769608795642853,0.013693039305508137,8.936647,0.31230962
38,2023-04-17,JRRBiker,"Bajo amenazas franquistas 
Se vio obligado,
Fuck central lechera https://t.co/yMmJTQ9ptU","Under Franco's threats 
He was forced,
Fucking Central milkmaid https://t.co/yMmJTQ9ptU",,"Under Franco's threats 
He was forced,
Fucking Central milkmaid https://t.co/yMmJTQ9ptU",0.0,0.0,0.0,0.0,57.0,7,0.8322157859802246,0.15950773656368256,0.008276442065834999,9.123206,3.3913274
39,2023-04-17,sv_fcb,"Fuera caretas. La COPE habla por el madrid, LA COPE es el madrid. La central lechera en su máxima expresión. 

🤮🤮🤮 https://t.co/XTm4ZCRxl6","Face masks out. COPE speaks for Madrid, COPE is Madrid. The dairy farm at its best. 

🤮🤮🤮 https://t.co/XTm4ZCRxl6",,"Face masks out. COPE speaks for Madrid, COPE is Madrid. The dairy farm at its best. 

🤮🤮🤮 https://t.co/XTm4ZCRxl6",0.0,0.0,2.0,0.0,26.0,-1,0.8344191908836365,0.15097461640834808,0.014606224372982979,8.750664,3.683076
40,2023-04-17,XeromoKersey,E bueno recordar esto y que la central lechera tapo https://t.co/LRf87m36sH,It's good to remember this since the dairy farm tapo https://t.co/LRf87m36sH,,It's good to remember this since the dairy farm tapo https://t.co/LRf87m36sH,0.0,1.0,1.0,0.0,283.0,0,0.005230261944234371,0.07389447838068008,0.9208752512931824,9.385942,-0.57397103
41,2023-04-17,egomemei1,Hasta que en central lechera asturiana no cambien esa mierda de tapón ecológico que le ponen me paso a otra marca... los de alimerka cierran y abren mejor,Until Central Lechera Asturiana does not change that crap ecological stopper that they put on me I move on to another brand... the Alimerka ones close and open better,,Until Central Lechera Asturiana does not change that crap ecological stopper that they put on me I move on to another brand... the Alimerka ones close and open better,0.0,0.0,0.0,0.0,10.0,1,0.7927213311195374,0.18386562168598175,0.023413028568029404,6.411756,7.7159586
42,2023-04-17,Ninu_413,Veo a mucho periodista de la central lechera borrando tweets o poniendo excusas...,I see a lot of journalists from Central Lechera deleting tweets or making excuses...,,I see a lot of journalists from Central Lechera deleting tweets or making excuses...,0.0,0.0,0.0,0.0,19.0,-1,0.5774696469306946,0.41219884157180786,0.010331543162465096,9.625789,6.0584793
43,2023-04-17,GerardoGSza,"Son o se hacen, por supuesto q tienen q existir los informes, entonces con que respaldo iba a salir el pago sobre ellos?
La central lechera y sus borregos q repiten todo y se inventan un poquito más....ahora preguntan el q porq existen los informes.
A comer quintaladas se mierda.","They are or are made, of course the reports have to exist, so with what support would the payment come out on them?
The dairy farm and its sheep that repeat everything and invent a little more... now they ask why the reports exist.
To eat loads of crap.",,"They are or are made, of course the reports have to exist, so with what support would the payment come out on them?
The dairy farm and its sheep that repeat everything and invent a little more... now they ask why the reports exist.
To eat loads of crap.",0.0,0.0,0.0,0.0,12.0,0,0.665428638458252,0.31811660528182983,0.016454733908176422,9.80895,0.4522389
44,2023-04-17,DavidAjdhar,"É curioso, o concelleiro de urbanismo da Coruña e a central lechera do goberno municipal propuxeron o mesmo que Feijóo, que tanto se critica dende as filas socialistas hoxe.

Aquí ata nos chamaron ultramontanos por opórnos aos mamotretos de Visma e das Percebeiras :_) https://t.co/N7wq4gg3qw","Interestingly, the urban planning councilor of Coruña and the municipal government's milk center proposed the same as Feijóo, who is so criticized within the socialist ranks today.

Here up they called us ultramontanos because we were opposed to the mammotrets of Visma and das Percebeiras:_) https://t.co/N7wq4gg3qw",,"Interestingly, the urban planning councilor of Coruña and the municipal government's milk center proposed the same as Feijóo, who is so criticized within the socialist ranks today.

Here up they called us ultramontanos because we were opposed to the mammotrets of Visma and das Percebeiras:_) https://t.co/N7wq4gg3qw",1.0,0.0,8.0,0.0,324.0,-1,0.19193872809410095,0.7710407972335815,0.03702045977115631,8.55005,3.6264617
45,2023-04-17,Catalunyalleida,Los medios de la central lechera ? Hay alguno que no esté controlado por Florentino Pérez ? https://t.co/MjWHMpgGe6,The media at the dairy farm? Is there one that is not controlled by Florentino Pérez? https://t.co/MjWHMpgGe6,,The media at the dairy farm? Is there one that is not controlled by Florentino Pérez? https://t.co/MjWHMpgGe6,0.0,0.0,0.0,0.0,10.0,0,0.14279958605766296,0.839739978313446,0.017460409551858902,9.7754135,1.227185
46,2023-04-17,NirvanaCrypto,"Todavía recuerdo cuando la prensa central lechera los quería enfrentar, pues ahí están, el ataque del Madrid para diez años (espero que con Haaland también) https://t.co/W7KDqw4vmn","I still remember when the Central Milk Press wanted to face them, because there they are, the Madrid attack for ten years (I hope with Haaland too) https://t.co/W7KDqw4vmn",,"I still remember when the Central Milk Press wanted to face them, because there they are, the Madrid attack for ten years (I hope with Haaland too) https://t.co/W7KDqw4vmn",0.0,0.0,0.0,0.0,35.0,7,0.11999291926622391,0.6498175263404846,0.2301895171403885,8.920915,3.6907525
47,2023-04-17,JRRBiker,"Que extraño  a la central lechera no le convence las explicaciones de Joan Laporta...
Los que nunca piden explicaciones a florentino..
🐀🐀🐀","How strange the dairy farm is not convinced by Joan Lporta's explanations...
Those who never ask Florentino for explanations.
🐀🐀🐀",,"How strange the dairy farm is not convinced by Joan Lporta's explanations...
Those who never ask Florentino for explanations.
🐀🐀🐀",1.0,0.0,1.0,0.0,93.0,0,0.679976224899292,0.30396485328674316,0.016058966517448425,9.686402,0.86995393
48,2023-04-17,janudanii,"Ni con pruebas, la central lechera sigue funcionando https://t.co/P3Mdj9Zwqc","Even with tests, the dairy farm is still working https://t.co/P3Mdj9Zwqc",,"Even with tests, the dairy farm is still working https://t.co/P3Mdj9Zwqc",1.0,0.0,3.0,0.0,483.0,0,0.025451090186834335,0.7618871331214905,0.21266183257102966,9.431718,-0.20978051
49,2023-04-17,EAJ31,"El populismo convergent de Joan Laporta. Ha sido una regresión al caso Banca Catalana en 1985. 

Y la Central Lechera Catalana aplaudiendo con las orejas.","Joan Lporta's convergent populism. It was a regression to the Banca Catalana case in 1985. 

And the Central Lechera Catalana applauding with their ears.",,"Joan Lporta's convergent populism. It was a regression to the Banca Catalana case in 1985. 

And the Central Lechera Catalana applauding with their ears.",0.0,0.0,2.0,0.0,254.0,5,0.47287437319755554,0.49368607997894287,0.0334395132958889,9.424532,5.547939
