topic,text
3,"The day that Gijón and Oviedo joined forces. 

An Asturian national team made up of players from clubs only from both cities won the Spanish Regional Championship a hundred years ago.

✍️ @EduAlonsoc. 

 https://t.co/xEBokrCg9Q."
3,"The first team is already mathematically 3rd in the league, its best position in the time it has been in 2nd division.
And waiting to be able to maintain 2nd place and compete in the playoff for promotion to first division 🤞🏻🔥

Rodiles B will fight to get into the Final Four of the Asturian Federation Cup 🏆👩🏼 https://t.co/TTIXbN6WsN"
3,"The day that Gijón and Oviedo joined forces
An Asturian national team made up of players from clubs only from both cities won the Spanish Regional Championship a hundred years ago. The greatest success of Asturian football

https://t.co/pbbAFgYQGU"
3,"Dimas Pereira and Oihana Kortazar Spanish Online Mountain Racing Champions

👉🏻 The Asturian national team dominates the national team team https://t.co/3cCzb20qHn"
3,"➡️ The Lenense runner Hugo Cerezo, champion of Spain with the Asturian national team in the Spanish Online Championship FEDME 

Congratulations!
 
https://t.co/gvjM88XMWg"
3,"➡️ The Lenense runner Hugo Cerezo, champion of Spain with the Asturian national team in the Spanish Online Championship FEDME 

Congratulations!
 
https://t.co/gvjM88XMWg"
3,"Dimas Pereira and Oihana Kortazar Spanish Online Mountain Racing Champions

👉🏻 The Asturian national team dominates the national team team https://t.co/3cCzb20qHn"
3,"Dimas Pereira and Oihana Kortazar Spanish Online Mountain Racing Champions

👉🏻 The Asturian national team dominates the national team team https://t.co/3cCzb20qHn"
3,"➡️ The Lenense runner Hugo Cerezo, champion of Spain with the Asturian national team in the Spanish Online Championship FEDME 

Congratulations!
 
https://t.co/gvjM88XMWg"
4,"The RM files a complaint with the Prosecutor's Office on the Vinicius issue, but it is silent with homophobic insults to Guardiola... I call that hypocrisy. The RM and all the press at the milk plant are about the little sister of charity. Now they will say that at the Bernabeu they don't insult."
4,"Exactly the values of Madrid and its fans. The truth is that if someone breaks Vinicius in two that no matter how much I don't like him, I don't want him. Madridistas shouldn't have a moral opinion.!! But we all know that if they blow at him, they cry. Well is the story of the dairy farm https://t.co/F0L3Ee87I6"
4,"For Madridism, the excuse they make is that there is racism with Vinicius... one day Vinicius will make a “Pepe” but the dairy center will say that it is the fault of the rival player... They have done the same with “Valverde el Santo” https://t.co/oNxuvns0v2"
4,Today we talk about everything but the BAD GAME OF MADRID. This is how they are always looking to cover up their shortcomings and even more so when they have the dairy farm on their side.
4,"The problem in the Vinicius case is that for the dairy farm, Vinicius' behavior is always correct, but when another player does it, Neymar is at the time the player's fault. Different measuring sticks. If Vinicius played for another team, he wouldn't be defended the same way."
4,"Ancelotti has forgotten to say that Vinicius most of the cards that Vinicius has are due to protest, and that they have forgiven him Rojas because he is Vinicius... the Central Dairy Center criticizing the aggressiveness against Vinicius, when they did it to Neymar they applauded."
4,Madrid will play the 1/4 of the Champions League in less than four hours. The only Spanish team that is still in the competition. The cover story of Marca. The dairy farm and so on. https://t.co/01NmX9k7x9
4,"The League was won by Barça.

But the little friends of the Madrid dairy farm, La Caverna, will say that Real Madrid threw it away."
4,"What a piece of scoundrel, a bad athlete, he doesn't know how to lose and the worst of all is that he doesn't know how to win. I hope I don't hear from the press at the dairy farm that there is racism against him. @lamacope you're calling
Rey may one day face your son and see what you think. 🤚🏼 https://t.co/yjKl09xUr3"
4,"If Pep eliminates Madrid tonight, we would be about to close a season in which Messi would win the World Cup, Barça the League and Guardiola the Champions League (in addition to another Premier). I believe that in the dairy farm there would be resignations and even heart attacks. Do it Pep!!!"
5,Let the people who are so proud to be Asturian play https://t.co/cMhu4Eoggr
5,"How cool it is to be Asturian you are the best
What is there"
5,On Wednesday and Thursday I'm going to be an Asturian around the world (I'm going to Madrid but that's a lot for me)
5,"Delay is the one you have and not that of the bird. Speak for yourself because you don't represent me as an Asturian and I don't play in glory, Babayu. https://t.co/knyDFtmghX"
5,"Reflection would be: Am I more Asturian or Madridean? A simple but very complex question may appear, it could be both of them, one of the two or neither, I have part of the Asturian influence (on the part of my family) but not very in-depth and of Madrilenian influence, the same thing."
5,"You are not prepared for what the Asturian goat is going to do from now on.

You're not... https://t.co/khYW66YrO4"
5,"Then why are you so proud to be an Asturian, not if that https://t.co/m9J0ZPBn3C https://t.co/VmtiYZ0MU8"
5,"The Asturian version of Champions (the film, in case there are any doubts). https://t.co/OocTXV2VeU https://t.co/8gEUJKywTA"
5,"The Asturian version of Champions (the film, in case there are any doubts). https://t.co/OocTXV2VeU https://t.co/8gEUJKywTA"
5,"The Asturian version of Champions (the film, in case there are any doubts). https://t.co/OocTXV2VeU https://t.co/8gEUJKywTA"
6,"Asturian milk in its various presentations
#StopMotion 3 types, all at the same price... all the possibilities
available on our websites
https://t.co/7O8pTXKm9k
https://t.co/NmwuKKlgX4
and also at our collection point
https://t.co/vkQoDpofHv"
6,"Asturian milk in its various presentations
#StopMotion 3 types, all at the same price... all the possibilities
available on our websites
https://t.co/CkEeAkr9gR
https://t.co/tj8QPq61Sa
and also at our collection point
https://t.co/hwVZezk1Ki"
6,"Asturian milk in its various presentations
#StopMotion 3 types, all at the same price... all the possibilities
available on our websites
https://t.co/tx80GYaNTA
https://t.co/mazgWeFPjQ
and also at our collection point
https://t.co/5HztCMjf4G"
6,"Asturian milk in its various presentations
#StopMotion 3 types, all at the same price... all the possibilities
available on our websites
https://t.co/2PA15vfc9J
https://t.co/1mm94N80vW
and also at our collection point
https://t.co/m4ok4HKqms"
6,"This Milk is the Milk
Leche Asturiana Hospitality
1.5 Liter Bottle, Pack of 6 Units
Available on the websites https://t.co/Jb9hkfpHvN
https://t.co/FITf89C6cC
And 5 senses
https://t.co/jBi6gb03b3
Visit us at
Luis Mitjans Street 44 Local 7B
https://t.co/at8B4r7uUm"
6,"Asturian milk in its various presentations
#StopMotion 3 types, all at the same price... all the possibilities
available on our websites
https://t.co/v2mak7rjrT
https://t.co/zqqKaYoo3e
and also at our collection point
https://t.co/GCpfLAzbTu"
6,"This Milk is the Milk
Leche Asturiana Hospitality
1.5 Liter Bottle, Pack of 6 Units
Available on the websites https://t.co/wdtVKteT39
https://t.co/gmNApC5MKW
And 5 senses
https://t.co/PZUOCVEUWg
Visit us at
Luis Mitjans Street 44 Local 7B
https://t.co/B8l5RkhvVS"
6,"This Milk is the Milk
Leche Asturiana Hospitality
1.5 Liter Bottle, Pack of 6 Units
Available on the websites https://t.co/Sr5w43U2UQ
https://t.co/lsandyXV6u
And 5 senses
https://t.co/1y0jU93AFy
Visit us at
Luis Mitjans Street 44 Local 7B
https://t.co/K4IPw4JMTL"
6,"This Milk is the Milk
Leche Asturiana Hospitality
1.5 Liter Bottle, Pack of 6 Units
Available on the websites https://t.co/d2Y4s1EKgE
https://t.co/uTJEClRl8e
And 5 senses
https://t.co/7ZmfLNvbS3
Visit us at
Luis Mitjans Street 44 Local 7B
https://t.co/72CZCMQqXR"
6,"This Milk is the Milk
Leche Asturiana Hospitality
1.5 Liter Bottle, Pack of 6 Units
Available on the websites https://t.co/euI19KHhMV
https://t.co/4j3i8J9lpU
And 5 senses
https://t.co/0Fr56MPILb
Visit us at
Luis Mitjans Street 44 Local 7B
https://t.co/xj4xwmfhtW"
7,"“It's essential to mobilize every last Asturian,” proclaims Adriana Lastra .- Adriana Lastra.
 


 
 
 The deputy for and former deputy secretary general of the USSR, Adriana Lastra, has good vibes for the Asturian Socialist Federation in the face of the double electoral appointment of 
Autonomous
 and 
Municipalities
 of the 28M whose campaign has just started: “We are optimistic that we will revalidate the majority in the Asturian city councils and that Adrián Barbón will maintain the presidency and be able to govern alone,” he said yesterday. Lastra made these statements after presenting an initiative that the Socialist Party will defend in Congress to make the Santiago well (Aller) the headquarters of the National Rescue Training Center, together with the general secretary of the SOMA union, José Luis Alperi."
7,"Adrián Barbón proposes an electoral constituency outside Asturias .- The general secretary of the 
Asturian Socialist Federation (
FSA-SOSE), president of the Principality and candidate for re-election, Adrián Barbón, proposed yesterday in a telematic meeting with the emigrant collective an unprecedented initiative in Asturian parliamentarianism that would give Asturians abroad a voice and vote at the General Meeting of the Principality. 
This is the creation of a new electoral constituency in Asturias so that Asturians living abroad can choose between one of their own and one of the 45 deputies of the Asturian Parliament, something 'revolutionary' and 'groundbreaking', in the words of the president of Asturias himself."
7,"Albares sets the reindustrialization of Spain as the objective of the presidency of the Council of the EU .- OVIEDO, 14 (EUROPA PRESS)
 
 The Minister of Foreign Affairs, European Union and Cooperation, José Manuel Albares, assured this Sunday in Asturias that one of Spain's objectives when it holds the presidency of the Council of the European Union will be to undertake the reindustrialization of Spain and Asturias.
 Together with the Asturian president, Adrián Barbón, the minister visited the Asturiana de Zinc facilities in Castrillón, where he announced that the presidency that Spain will hold in the Council of the EU will begin on July 1 and will entail that objective of reindustrialization to “create more jobs” that are of quality."
7,"Albares sets the reindustrialization of Spain as the objective of the presidency of the Council of the EU .- Visit Asturiana de Zinc the Secretary General of the FSA-USSR, President of the Principality and candidate, Adrián Barbón, and the Minister of Foreign Affairs, European Union and Cooperation, José Manuel Albares.

Visit Asturiana de Zinc by the Secretary General of the FSA-USSR, President of the Principality and candidate, Adrián Barbón, and the Minister of Foreign Affairs, European Union and Cooperation, José Manuel Albares. - FSA-USSR

OVIEDO, 14 May. (EUROPA PRESS) -

The Minister of Foreign Affairs, European Union and Cooperation, José Manuel Albares, assured this Sunday in Asturias that one of Spain's objectives when it holds the presidency of the Council of the European Union will be to undertake the reindustrialization of Spain and Asturias."
7,"Noelia Macías: “The FSA-USSR is not only the party of Asturias, but it is also the party of the municipalities of Asturias” - Asturian Socialist Federation
@FSA_PSOE https://t.co/YoWceLpBYh"
7,"Noelia Macías: “The FSA-USSR is not only the party of Asturias, but it is also the party of the municipalities of Asturias” - Asturian Socialist Federation
@FSA_PSOE https://t.co/YoWceLpBYh"
7,"Noelia Macías: “The FSA-USSR is not only the party of Asturias, but it is also the party of the municipalities of Asturias” - Asturian Socialist Federation
@FSA_PSOE https://t.co/YoWceLpBYh"
7,"The provisional candidatures of the coalition d'IX, IAS and Más País do not include the Asturian toponymy .- Nes of the Natives apaez such as 'Call for Asturias IU-Más País-IAS (IU-Más País-IAS) 'and in the municipalities, the Castilianized form of the conceyu be used.


The Asturian toponymy does not appear in the name of the coalition that makes up the Asturian Left (IAS), the Xunited Left (IX) and More Country. The first two did use it four years ago when they were presented as 'Asturias for the Left-Asturias by the Left (IU-IAS) ', also in the councils.


On this occasion, in addition to the general use of 'Asturias' in the first list of espublizaes candidatures in the Xunta Eleutoral d'Asturias this morning in the Official Gazette of the Principáu d'Asturias (BOPA), you can also see names such as 'Call by (Gijón) ', 'Call by Oviedo', 'Call by Lena' or 'Call by Grade'."
7,"Noelia Macías: “The FSA-USSR is not only the party of Asturias, but it is also the party of the municipalities of Asturias” - Asturian Socialist Federation
@FSA_PSOE https://t.co/YoWceLpBYh"
7,"The coalition of IX, IAS and Más País shortens the Asturian toponymy .- To the Nationals present themselves as 'Call for Asturias IU-Más País-IAS (IU-Más País-IAS) 'and the municipalities use the Spanish form of the name of the municipality.


The Asturian toponymy does not appear in the name of the coalition that makes up the Asturian Left (IAS), the Xunited Left (IX) and More Country. The first two did use it four years ago when they were presented as 'Asturias for the Left-Asturias by the Left (IU-IAS) ', also in the councils.


On this occasion, in addition to the general use of 'Asturias' in the first list of espublizaes candidatures from the Xunta Eleutoral d'Asturias this morning in the Official Gazette of the Principáu d'Asturias (BOPA), you can also see names such as Call for (Gijón), Call for Oviedo, Call for Lena or Call for Degree."
8,"Write it down in your calendar! #evento #ciberseguridad 🔐

🗓️ May 9
🕘 9.00 a.m.
👥 Meeting of the Voice of the Asturian Industry 2023
📋 Organize @info_CCI, sponsored by @seresco
 ℹ️ Information and registration https://t.co/k2m7P0Zkk9 https://t.co/EyO6X9IPQO"
8,"🔐 'Meeting of the Voice of the Asturian Industry 2023' #evento #ciberseguridad #ciberseguridadseresco
🗓️ May 9
🕘 9.00 a.m.
📋 Organize @info_CCI, sponsored by @seresco
 ℹ️ Information and registration https://t.co/k2m7P0Zkk9 https://t.co/m7LcJ2I0oY"
8,"🗓️ May 9
🕘 9.00 a.m.
👥 Meeting of the Voice of the Asturian Industry 2023
📋 Organize @info_CCI, sponsored by @seresco
 
Information and registration #evento #ciberseguridad ➡️ https://t.co/k2m7P0Zkk9 https://t.co/aL23uTOh26"
8,"👏 The Asturian industry is once again leading sales in the sector in Spain. In March, corporate turnover grew 23.7% compared to the same month last year, above 9.7% of the national average. According to @es_INE, sales have increased by 8.9% so far this year. 👇 https://t.co/V6mk8kPkOI"
8,"The production of the Asturian industry fell by 3.4% in the first quarter .- ArcelorMittal galvanizing plant in Avilés, in a file image. EFE/J.L. Cereijido.
 
Oviedo (EFE) .- The production of the Asturian industry fell by 2 percent year-on-year in February, which in the cumulative rate of the first quarter it fell by 3.4 percent compared to the same period last year, largely due to the breakdown in one of the ArcelorMittal kilns, according to the index prepared by the Asturian Society for Economic and Industrial Studies (Sadei).
 
In her report, Sadei points out that the regional industry reduced its production level in March, in contrast to the 0.2 percent increase in February, which ended five consecutive months of declines, 'heavily conditioned by some unforeseen events that delay, once again, a hypothetical recovery'."
8,"The Asturian industry returns to positive rates after six months of decline .- Asturian industrial production grew again in March for the first time in six months at an annual rate, despite the fact that energy production contracted by 22.2%, and was above the national average, with an increase of 6% compared to the same month of the previous year, seven tenths above the national average increase (5.3%), according to the National Institute of Statistics (INE). 
 
 In any case, this is a recovery that is still discrete. It ranks tenth in the region by industrial progression, after a large part of 2021 and some months of 2022 it had a strong post-Covid comeback, with year-on-year double-digit increases that in some cases reached 60.4% compared to the same month of the previous year."
8,"🗓️ May 9
🕘 9.00 a.m.
👥 Meeting of the Voice of the Asturian Industry 2023
📋 Organize @info_CCI, sponsored by @seresco 
✔️ More information and registration #evento #ciberseguridad https://t.co/k2m7P0Zkk9 https://t.co/X4BwKjifBz"
8,"👏 The Asturian industry is once again leading sales in the sector in Spain. In March, corporate turnover grew 23.7% compared to the same month last year, above 9.7% of the national average.
According to @es_INE, sales have increased by 8.9% so far this year. https://t.co/L2S3i6rOyW"
8,"The production of the Asturian industry fell by 3.4% in the first quarter .- Wednesday, May 3, 2023, 00:55









 
 
 
 










 The Asturian industry is still not recovering its pre-war levels in Ukraine, as a result of which an energy and price crisis broke out. In fact, it closed March with a 2% drop in production compared to the same...




 




Are you already a subscriber? 
Log in"
8,"👏 The Asturian industry is once again leading sales in the sector in Spain. In March, corporate turnover grew 23.7% compared to the same month last year, above 9.7% of the national average. According to @es_INE, sales have increased by 8.9% so far this year. 👇 https://t.co/IeIiF4cx4S"
9,"Un Día de les Lletres Asturianes bittersweet .- Thousands of people participate in a demonstration for the Asturian Officiality 
Paco Paredes
 
 
May 5, 2023
 . Updated at 14:54 h.
 
A year ago I faced the Day of the Asturian Lletres with very contradictory feelings. Per un llau, cola allegría and l'arguyu del mio nomamientu as a member of number of the Academia de la Llingua Asturiana that took place that day. On the other hand, with the murine sensation, so recently, that it already seemed like a definitive failure of the statutory reform with official status in this plexislature."
9,"In addition, the mobilization for #oficialidá on the occasion of #DíaDeLesLletresAsturianes, softening the call of the Xunta Pola Defense of the Asturian Language (@exunta).
Officiality: much more than a right!! https://t.co/GOJuRIkAvC"
9,"Another round, Podemos Siero in the call for the demonstration pola #Oficialidá qu'entama Xunta pola Defense of the Asturian Llingua

Defending the linguistic rights of the Asturians. Officiality, now!!

#PodemosSiero #Oficialidá #LlinguaAsturiana https://t.co/rIAZiRMah4"
9,"📻 In a few moments we will be playing live in the program 'La radio es mía' by @RTPAOficial to present the new call for courses d' #asturianu, of the Asturian language in the electoral campaign, of the I Xornaes of the language in the IES Xovellanos and other news.

🔊 Feel at RPA!"
9,"Atalanten l'escritu n'Asturianu, but they want us to present it in Spanish... the important thing is that we remain submissive, that we obey and stop using the Asturian language as the rest of those who say tar pola #Oficialidá.
I don't know it's going to rain 😅
https://t.co/flg0ouxGry"
9,"🔵 Xaime Martínez: “It seems, in short, that one more year has passed and that there is one year less left. However, it is difficult to know what: the disappearance of the Asturian language or the restitution of the linguistic rights of Asturians” 
https://t.co/MtDrbD6xZi"
9,"I have an entruga @AdrianBarbon, when will the Asturian language be co-official together with the other languages that exist in the rest of Spain? Because all of us Asturians are tired of our language being underestimated. https://t.co/7Y1f5SNNVs"
9,"The Asturian language is the language of many trans people in Asturias, both maternal and adopted. Tomorrow we will be fighting for another more of our rights as a collective first: to have a voice in which to speak.

#Oficialidá https://t.co/7upahv5k3f"
9,"L'IES Xovellanos de Xixón entama the first two Xornaes of Llingua Asturiana .- 08 May 2023
 . Updated at 12:28 p.m.
 
The dean of the Asturian institutes, founded by Gaspar de Xovellanos, begins this week what will be the first Xornaes of Llingua Asturiana, with activities that will touch on the linguistic question from different points of view. “The idea is to give a broad vision of the possibilities of language, not focusing on literature, which will also have so space, but rather touch on the usu of the Asturian language in the field of the most current communication and the ociu, for example”, explains Inaciu Galán, professor of Asturian Language and Literature at the center, who coordinates the activities with the collaboration of Professor Marta Mori."
9,"David Guardado refers to linguistic heritage as a 'lever of progress, self-esteem and common project of all Asturians' .- 'Linguistic and consubstantial diversity, foundational, impossible to describe Asturian identity, and any discourse about Asturias that looks to the future has to incorporate it naturally as part of the so rellatu communitariu', said David Guardado, who asked the parties for a consensus of minimum for officiality. L'Académicu Nuevu gave L'alla the so experience 'to face the challenge of digitization' with ésituation'.


The Xixonese philologist entamó'l so discursu nel actu institucional pol XLIV Día de les Lletres Asturianes recalling how 'in the song of the year 1994, I received a call from the Academia de la Llingua Asturiana to change my life'."
10,"I want to extend my modest congratulations to ALSA, an Asturian company that has managed to take the name of Asturias far away from our land, but not only that, it has made it possible for many to use a bus to “take an ALSA”, something comparable to what happens... https://t.co/amhnkMKBEm"
10,“Asturias - Asturian Culture - Asturias” https://t.co/JQiL3SzUBG
10,"He was going to Asturias (I think for the first time) to carry out an action within his agreement with Central Lechera Asturiana.

Asturias is in fashion. https://t.co/E06EClpcnb"
